event_id,stock_code,csv_agent,csv_direct_like,parsed_disclosure_type,mismatch
配股_02250.hk_28/01/26,02250,華業,False,AGENT_SOURCED,False
配股_02250.hk_30/09/25,02250,華業,False,AGENT_SOURCED,False
配股_02256.hk_21/04/26,02256,花旗,False,AGENT_SOURCED,False
配股_02257.hk_25/05/26,02257,-,True,NO_DEF,False
配股_02271.hk_10/02/26,02271,智易東方,False,AGENT_SOURCED,False
配股_02276.hk_27/01/26,02276,"海通國際, 華泰國際",False,AGENT_SOURCED,False
配股_02312.hk_17/04/26,02312,-,False,NO_DEF,False
配股_02312.hk_06/10/25,02312,-,True,DIRECT_SUBSCRIPTION,False
配股_02322.hk_17/11/25,02322,"潮商, 昌利, 瑞森港通",False,AGENT_SOURCED,False
供股_02324.hk_13/08/25,02324,,True,UNKNOWN,False
配股_02330.hk_05/08/26,02330,滙盈,False,AGENT_SOURCED,False
配股_02330.hk_17/10/25,02330,元庫,False,AGENT_SOURCED,False
供股_02330.hk_08/04/24,02330,,True,AGENT_SOURCED,True
供股_02339.hk_22/08/24,02339,,True,UNKNOWN,False
配股_02339.hk_17/11/25,02339,-,True,DIRECT_SUBSCRIPTION,False
配股_02340.hk_30/09/25,02340,金利豐,False,AGENT_SOURCED,False
供股_02340.hk_11/04/25,02340,,True,UNKNOWN,False
配股_02349.hk_17/06/26,02349,-,True,AGENT_SOURCED,True
配股_02350.hk_28/08/26,02350,-,False,NO_DEF,False
配股_02350.hk_31/12/25,02350,-,False,NO_DEF,False
供股_02350.hk_12/05/26,02350,,True,UNKNOWN,False
配股_02369.hk_17/07/26,02369,-,True,AGENT_SOURCED,True
配股_02371.hk_24/10/25,02371,-,True,AGENT_SOURCED,True
配股_02373.hk_15/10/25,02373,-,False,NO_DEF,False
配股_02399.hk_12/12/25,02399,-,True,AGENT_SOURCED,True
配股_02402.hk_16/12/25,02402,國泰君安,False,AGENT_SOURCED,False
配股_02410.hk_21/07/26,02410,-,True,DIRECT_SUBSCRIPTION,False
配股_02422.hk_23/12/25,02422,盈寶,False,AGENT_SOURCED,False
供股_02425.hk_16/04/25,02425,,True,UNKNOWN,False
配股_02431.hk_22/07/26,02431,中信里昂,False,AGENT_SOURCED,False
配股_02431.hk_26/11/25,02431,"國泰海通, 國泰君安, 軟庫中華, 中信",False,AGENT_SOURCED,False
配股_02431.hk_29/05/26,02431,-,True,DIRECT_SUBSCRIPTION,False
配股_02432.hk_06/11/25,02432,瑞士銀行,False,NO_DEF,False
配股_02439.hk_01/04/26,02439,寶新,False,AGENT_SOURCED,False
供股_02440.hk_04/06/25,02440,,True,UNKNOWN,False
配股_02440.hk_14/11/25,02440,-,True,DIRECT_SUBSCRIPTION,False
配股_02448.hk_05/02/26,02448,-,True,UNKNOWN,False
供股_02448.hk_01/03/24,02448,,True,UNKNOWN,False
配股_02459.hk_26/01/26,02459,"粵商國際, 佳富達",False,AGENT_SOURCED,False
供股_02459.hk_07/07/25,02459,,True,NO_DEF,False
配股_02465.hk_17/06/26,02465,"國泰君安, 中信建投",False,AGENT_SOURCED,False
配股_02473.hk_04/08/26,02473,-,False,NO_DEF,False
配股_02473.hk_13/05/26,02473,華富建業,False,AGENT_SOURCED,False
配股_02473.hk_13/04/26,02473,華富建業,False,AGENT_SOURCED,False
配股_02477.hk_13/07/26,02477,貝塔國際,False,NO_DEF,False
配股_02490.hk_12/06/26,02490,"建銀國際, 新百利融資, 力高, 天澤",False,AGENT_SOURCED,False
配股_02495.hk_20/05/26,02495,-,True,AGENT_SOURCED,True
配股_02495.hk_12/01/26,02495,-,True,AGENT_SOURCED,True
配股_02495.hk_10/04/26,02495,-,True,DIRECT_SUBSCRIPTION,False
配股_02497.hk_28/05/26,02497,-,False,UNKNOWN,False
配股_02499.hk_17/04/26,02499,-,True,DIRECT_SUBSCRIPTION,False
配股_02501.hk_26/07/26,02501,東皓,False,AGENT_SOURCED,False
配股_02503.hk_06/11/25,02503,-,True,NO_DEF,False
供股_02503.hk_26/03/26,02503,,True,UNKNOWN,False
配股_02511.hk_31/07/26,02511,華興,False,NO_DEF,False
配股_02513.hk_09/07/26,02513,中國國際金融,False,AGENT_SOURCED,False
配股_02515.hk_21/05/26,02515,-,True,AGENT_SOURCED,True
配股_02515.hk_11/02/26,02515,眾宸,False,AGENT_SOURCED,False
配股_02516.hk_12/11/25,02516,德林,False,AGENT_SOURCED,False
配股_02522.hk_27/04/26,02522,-,False,NO_DEF,False
配股_02533.hk_10/03/26,02533,"中國國際金融, 華泰",False,AGENT_SOURCED,False
配股_02533.hk_09/01/26,02533,-,True,DIRECT_SUBSCRIPTION,False
配股_02540.hk_22/05/26,02540,眾宸,False,AGENT_SOURCED,False
配股_02550.hk_03/06/26,02550,-,False,UNKNOWN,False
配股_02556.hk_15/05/26,02556,-,True,NO_DEF,False
配股_02563.hk_07/05/26,02563,-,True,DIRECT_SUBSCRIPTION,False
配股_02565.hk_14/12/25,02565,"中信里昂, 農銀國際, 黃河, 利弗莫爾",False,AGENT_SOURCED,False
配股_02570.hk_18/01/26,02570,麥格理資本,False,AGENT_SOURCED,False
配股_02577.hk_10/10/25,02577,"中信里昂, 海通國際",False,NO_DEF,False
配股_02582.hk_11/03/26,02582,麥格理,False,AGENT_SOURCED,False
配股_02582.hk_25/11/25,02582,大灣區深港,False,AGENT_SOURCED,False
配股_02582.hk_16/10/25,02582,麥格理,False,AGENT_SOURCED,False
配股_02592.hk_18/06/26,02592,-,True,DIRECT_SUBSCRIPTION,False
配股_02595.hk_15/07/26,02595,"摩根士丹利, 中信里昂",False,AGENT_SOURCED,False
配股_02603.hk_16/07/26,02603,"國泰君安, 招商, 力高",False,AGENT_SOURCED,False
配股_02610.hk_22/01/26,02610,"華泰, 中國國際金融",False,DIRECT_SUBSCRIPTION,False
配股_02616.hk_15/04/26,02616,高盛,False,AGENT_SOURCED,False
配股_02617.hk_19/05/26,02617,麥格理,False,AGENT_SOURCED,False
配股_02617.hk_15/04/26,02617,麥格理,False,AGENT_SOURCED,False
配股_02617.hk_14/01/26,02617,中信,False,AGENT_SOURCED,False
配股_02623.hk_18/06/26,02623,"第一上海, 新百利, 天澤",False,AGENT_SOURCED,False
供股_02623.hk_29/01/26,02623,,True,UNKNOWN,False
配股_02625.hk_11/11/25,02625,勝利,False,NO_DEF,False
配股_02629.hk_29/01/26,02629,"中信, 建銀國際",False,NO_DEF,False
配股_02643.hk_28/01/26,02643,"法國巴黎, 國泰君安",False,AGENT_SOURCED,False
配股_02650.hk_23/06/26,02650,"立鼎, 天澤, 新百利融資",False,AGENT_SOURCED,False
配股_02651.hk_24/06/26,02651,聖衡金融,False,AGENT_SOURCED,False
配股_02652.hk_31/07/26,02652,"中信里昂, 建銀國際, 天澤, 新百利融資",False,AGENT_SOURCED,False
供股_02680.hk_26/09/24,02680,,True,UNKNOWN,False
配股_02685.hk_10/07/26,02685,-,True,DIRECT_SUBSCRIPTION,False
供股_02699.hk_16/02/26,02699,,True,UNKNOWN,False
供股_02699.hk_06/12/24,02699,,True,UNKNOWN,False
配股_02865.hk_21/01/26,02865,"結好, 勝利, 百惠",False,AGENT_SOURCED,False
配股_02889.hk_17/06/26,02889,"國泰君安, 招銀國際",False,AGENT_SOURCED,False
配股_02889.hk_28/04/26,02889,-,True,DIRECT_SUBSCRIPTION,False
供股_03303.hk_14/01/26,03303,,True,UNKNOWN,False
配股_03306.hk_23/01/26,03306,中國國際金融,False,AGENT_SOURCED,False
配股_03313.hk_05/12/25,03313,京基,False,AGENT_SOURCED,False
配股_03317.hk_03/07/26,03317,"摩根士丹利, 高盛, 德意志, 國泰君安",False,AGENT_SOURCED,False
配股_03321.hk_03/03/26,03321,日發,False,AGENT_SOURCED,False
配股_03330.hk_14/04/26,03330,"海通國際, 招銀國際",False,AGENT_SOURCED,False
配股_03393.hk_21/04/26,03393,"中金, 花旗",False,NO_DEF,False
配股_03395.hk_03/11/25,03395,-,True,NO_DEF,False
配股_03395.hk_31/10/25,03395,-,True,NO_DEF,False
配股_03395.hk_13/10/25,03395,-,True,NO_DEF,False
配股_03666.hk_16/02/26,03666,中國中恒,False,AGENT_SOURCED,False
配股_03669.hk_15/07/26,03669,-,True,NO_DEF,False
配股_03677.hk_17/10/25,03677,中信,False,AGENT_SOURCED,False
配股_03680.hk_30/07/26,03680,遠源,False,AGENT_SOURCED,False
配股_03680.hk_25/01/26,03680,遠源,False,AGENT_SOURCED,False
配股_03700.hk_28/05/26,03700,-,True,AGENT_SOURCED,True
配股_03708.hk_22/06/26,03708,-,True,DIRECT_SUBSCRIPTION,False
配股_03750.hk_28/04/26,03750,"美林, 中國國際金融, 摩根大通, 摩根士丹利",False,AGENT_SOURCED,False
配股_03759.hk_15/01/26,03759,-,True,NO_DEF,False
配股_03788.hk_22/01/26,03788,"麥格理, 中國國際金融",False,NO_DEF,False
配股_03899.hk_20/01/26,03899,中信,False,AGENT_SOURCED,False
配股_03919.hk_06/05/26,03919,-,True,DIRECT_SUBSCRIPTION,False
配股_03919.hk_06/08/26,03919,-,True,DIRECT_SUBSCRIPTION,False
配股_03919.hk_24/10/25,03919,-,True,DIRECT_SUBSCRIPTION,False
配股_03928.hk_10/02/26,03928,邁時資產管理,False,AGENT_SOURCED,False
配股_06030.hk_28/05/26,06030,中信,False,NO_DEF,False
配股_06082.hk_05/07/26,06082,"中國國際金融, 中信里昂",False,AGENT_SOURCED,False
配股_06086.hk_27/01/26,06086,國泰君安,False,AGENT_SOURCED,False
配股_06108.hk_05/12/25,06108,昌利,False,AGENT_SOURCED,False
供股_06128.hk_03/12/24,06128,,True,UNKNOWN,False
配股_06162.hk_17/04/26,06162,-,True,AGENT_SOURCED,True
配股_06166.hk_28/05/26,06166,"國泰君安, 開盤, 美林",False,AGENT_SOURCED,False
配股_06181.hk_22/10/25,06181,"摩根士丹利, 高盛",False,NO_DEF,False
供股_06610.hk_15/07/26,06610,,True,NO_DEF,False
配股_06616.hk_30/11/25,06616,-,False,NO_DEF,False
配股_06651.hk_03/07/26,06651,"高盛, 華泰金融",False,NO_DEF,False
配股_06681.hk_23/01/26,06681,國泰君安,False,AGENT_SOURCED,False
配股_06682.hk_22/04/26,06682,"中金, 華泰",False,AGENT_SOURCED,False
配股_06683.hk_13/11/25,06683,"國泰君安, 民銀",False,AGENT_SOURCED,False
配股_06693.hk_22/03/26,06693,-,True,NO_DEF,False
供股_06696.hk_04/09/25,06696,,True,UNKNOWN,False
供股_06829.hk_13/09/24,06829,,True,UNKNOWN,False
配股_06869.hk_10/12/25,06869,中金,False,AGENT_SOURCED,False
配股_06908.hk_02/12/25,06908,-,False,UNKNOWN,False
供股_06908.hk_12/11/24,06908,,True,NO_DEF,False
配股_06922.hk_12/01/26,06922,-,True,UNKNOWN,False
供股_06928.hk_04/08/25,06928,,True,UNKNOWN,False
配股_06928.hk_18/11/25,06928,-,True,DIRECT_SUBSCRIPTION,False
配股_06939.hk_23/01/26,06939,-,True,UNKNOWN,False
供股_06978.hk_19/09/25,06978,,True,UNKNOWN,False
配股_06990.hk_08/07/26,06990,"高盛, 花旗, 摩根大通",False,AGENT_SOURCED,False
配股_08003.hk_22/06/26,08003,-,True,NO_DEF,False
供股_08006.hk_25/06/25,08006,,True,NO_DEF,False
配股_08007.hk_02/04/26,08007,日發,False,AGENT_SOURCED,False
供股_08007.hk_15/11/24,08007,,True,UNKNOWN,False
配股_08017.hk_11/11/25,08017,國泰君安,False,AGENT_SOURCED,False
供股_08021.hk_06/02/26,08021,,True,UNKNOWN,False
供股_08027.hk_13/07/26,08027,,True,UNKNOWN,False
供股_08028.hk_27/02/25,08028,,True,UNKNOWN,False
供股_08030.hk_26/04/24,08030,,True,UNKNOWN,False
配股_08031.hk_01/06/26,08031,中毅,False,AGENT_SOURCED,False
供股_08057.hk_05/03/26,08057,,True,UNKNOWN,False
供股_08072.hk_22/07/24,08072,,True,UNKNOWN,False
配股_08079.hk_23/03/26,08079,-,False,NO_DEF,False
配股_08079.hk_27/08/26,08079,-,True,DIRECT_SUBSCRIPTION,False
供股_08087.hk_21/10/24,08087,,True,UNKNOWN,False
供股_08096.hk_27/04/26,08096,,True,UNKNOWN,False
配股_08106.hk_11/02/26,08106,-,True,NO_DEF,False
供股_08113.hk_13/05/26,08113,,True,UNKNOWN,False
供股_08113.hk_08/10/24,08113,,True,UNKNOWN,False
配股_08120.hk_24/04/26,08120,嬴控,False,AGENT_SOURCED,False
供股_08120.hk_31/12/24,08120,,True,UNKNOWN,False
供股_08121.hk_10/07/26,08121,,True,UNKNOWN,False
供股_08121.hk_21/02/24,08121,,True,UNKNOWN,False
配股_08123.hk_23/06/26,08123,-,True,UNKNOWN,False
配股_08125.hk_23/07/26,08125,宏智,False,AGENT_SOURCED,False
配股_08125.hk_23/04/26,08125,宏智,False,AGENT_SOURCED,False
供股_08125.hk_13/12/24,08125,,True,UNKNOWN,False
配股_08131.hk_10/06/26,08131,新確,False,AGENT_SOURCED,False
供股_08133.hk_26/08/25,08133,,True,UNKNOWN,False
配股_08137.hk_29/06/26,08137,-,True,NO_DEF,False
供股_08143.hk_14/03/25,08143,,True,UNKNOWN,False
配股_08143.hk_10/03/26,08143,-,True,DIRECT_SUBSCRIPTION,False
配股_08153.hk_26/03/26,08153,昌利,False,AGENT_SOURCED,False
供股_08153.hk_24/10/25,08153,,True,UNKNOWN,False
供股_08153.hk_28/06/24,08153,,True,UNKNOWN,False
配股_08159.hk_02/10/25,08159,-,True,DIRECT_SUBSCRIPTION,False
配股_08160.hk_24/07/26,08160,昌利,False,NO_DEF,False
配股_08160.hk_30/09/25,08160,-,False,UNKNOWN,False
供股_08160.hk_30/04/24,08160,,True,UNKNOWN,False
配股_08168.hk_13/03/26,08168,謝氏膺暉,False,AGENT_SOURCED,False
配股_08178.hk_19/11/25,08178,寶新,False,AGENT_SOURCED,False
供股_08178.hk_21/04/26,08178,,True,UNKNOWN,False
供股_08178.hk_13/08/25,08178,,True,NO_DEF,False
供股_08179.hk_14/08/26,08179,,True,UNKNOWN,False
供股_08179.hk_04/10/24,08179,,True,UNKNOWN,False
供股_08191.hk_17/04/26,08191,,True,UNKNOWN,False
配股_08191.hk_29/12/25,08191,-,True,DIRECT_SUBSCRIPTION,False
供股_08193.hk_14/08/26,08193,,True,UNKNOWN,False
配股_08196.hk_19/05/26,08196,凱基,False,AGENT_SOURCED,False
配股_08196.hk_10/12/25,08196,凱基,False,AGENT_SOURCED,False
供股_08196.hk_16/05/24,08196,,True,UNKNOWN,False
配股_08198.hk_31/07/26,08198,嘉匯達,False,AGENT_SOURCED,False
供股_08219.hk_27/06/24,08219,,True,UNKNOWN,False
配股_08223.hk_09/03/26,08223,-,True,AGENT_SOURCED,True
供股_08223.hk_14/08/24,08223,,True,UNKNOWN,False
配股_08238.hk_15/10/25,08238,宏智,False,NO_DEF,False
供股_08238.hk_07/11/25,08238,,True,NO_DEF,False
配股_08239.hk_03/07/26,08239,高盈,False,NO_DEF,False
配股_08245.hk_28/08/26,08245,未來金融,False,AGENT_SOURCED,False
配股_08245.hk_20/03/26,08245,未來金融,False,AGENT_SOURCED,False
配股_08246.hk_02/04/26,08246,-,False,NO_DEF,False
配股_08246.hk_20/10/25,08246,-,True,UNKNOWN,False
配股_08246.hk_05/10/25,08246,-,True,DIRECT_SUBSCRIPTION,False
配股_08247.hk_05/08/26,08247,-,False,NO_DEF,False
配股_08268.hk_23/02/26,08268,致富,False,AGENT_SOURCED,False
配股_08275.hk_24/11/25,08275,軟庫中華,False,AGENT_SOURCED,False
供股_08275.hk_04/09/24,08275,,True,UNKNOWN,False
供股_08282.hk_22/09/25,08282,,True,UNKNOWN,False
供股_08283.hk_04/11/25,08283,,True,UNKNOWN,False
供股_08291.hk_09/07/26,08291,,True,UNKNOWN,False
配股_08292.hk_01/12/25,08292,中毅資本,False,AGENT_SOURCED,False
配股_08299.hk_19/05/26,08299,"第一上海, 中銀國際, 工銀國際",False,AGENT_SOURCED,False
配股_08299.hk_30/03/26,08299,-,False,UNKNOWN,False
配股_08320.hk_22/04/26,08320,軟庫中華,False,AGENT_SOURCED,False
配股_08321.hk_10/11/25,08321,建泉融資,False,DIRECT_SUBSCRIPTION,False
供股_08326.hk_02/07/24,08326,,True,UNKNOWN,False
配股_08340.hk_06/07/26,08340,盈立,False,NO_DEF,False
供股_08340.hk_25/03/24,08340,,True,UNKNOWN,False
供股_08341.hk_04/09/25,08341,,True,UNKNOWN,False
配股_08365.hk_17/07/26,08365,-,False,NO_DEF,False
配股_08365.hk_04/03/26,08365,-,False,NO_DEF,False
配股_08365.hk_04/11/25,08365,建泉融資,False,AGENT_SOURCED,False
供股_08365.hk_23/09/24,08365,,True,DIRECT_SUBSCRIPTION,False
供股_08366.hk_29/07/26,08366,,True,UNKNOWN,False
配股_08367.hk_08/07/26,08367,聖衡金融,False,NO_DEF,False
配股_08368.hk_09/07/26,08368,-,False,NO_DEF,False
配股_08373.hk_30/07/26,08373,-,True,NO_DEF,False
配股_08373.hk_27/07/26,08373,-,True,NO_DEF,False
配股_08375.hk_29/12/25,08375,雅利多,False,AGENT_SOURCED,False
配股_08377.hk_13/07/26,08377,美建,False,AGENT_SOURCED,False
配股_08391.hk_02/10/25,08391,建泉融資,False,AGENT_SOURCED,False
配股_08391.hk_06/11/25,08391,-,True,DIRECT_SUBSCRIPTION,False
配股_08395.hk_21/05/26,08395,華富建業,False,AGENT_SOURCED,False
配股_08401.hk_15/07/26,08401,華業,False,AGENT_SOURCED,False
供股_08401.hk_07/02/25,08401,,True,UNKNOWN,False
配股_08403.hk_10/04/26,08403,遠源,False,AGENT_SOURCED,False
配股_08406.hk_27/07/26,08406,-,True,AGENT_SOURCED,True
配股_08406.hk_16/03/26,08406,-,False,NO_DEF,False
配股_08412.hk_30/07/26,08412,-,True,DIRECT_SUBSCRIPTION,False
供股_08422.hk_20/03/26,08422,,True,UNKNOWN,False
供股_08426.hk_30/07/24,08426,,True,AGENT_SOURCED,True
配股_08427.hk_03/12/25,08427,-,True,DIRECT_SUBSCRIPTION,False
配股_08431.hk_25/03/26,08431,昌利,False,AGENT_SOURCED,False
供股_08431.hk_09/10/25,08431,,True,UNKNOWN,False
供股_08456.hk_20/12/24,08456,,True,UNKNOWN,False
配股_08460.hk_09/12/25,08460,國農,False,AGENT_SOURCED,False
配股_08460.hk_28/10/25,08460,-,True,NO_DEF,False
供股_08460.hk_23/02/24,08460,,True,UNKNOWN,False
配股_08471.hk_05/05/26,08471,瑞邦,False,AGENT_SOURCED,False
配股_08482.hk_21/10/25,08482,鼎石,False,AGENT_SOURCED,False
配股_08482.hk_16/07/26,08482,-,True,DIRECT_SUBSCRIPTION,False
配股_08489.hk_30/12/25,08489,-,True,AGENT_SOURCED,True
供股_08500.hk_29/05/24,08500,,True,UNKNOWN,False
供股_08507.hk_19/03/26,08507,,True,UNKNOWN,False
配股_08510.hk_01/06/26,08510,-,True,DIRECT_SUBSCRIPTION,False
配股_08510.hk_05/12/25,08510,-,True,DIRECT_SUBSCRIPTION,False
配股_08510.hk_21/10/25,08510,-,True,DIRECT_SUBSCRIPTION,False
配股_08511.hk_23/03/26,08511,粵商國際,False,AGENT_SOURCED,False
供股_08516.hk_23/05/25,08516,,True,UNKNOWN,False
供股_08537.hk_25/06/24,08537,,True,UNKNOWN,False
配股_08547.hk_10/12/25,08547,弘雅資本,False,AGENT_SOURCED,False
供股_08547.hk_27/01/26,08547,,True,UNKNOWN,False
供股_08547.hk_19/03/25,08547,,True,UNKNOWN,False
配股_08547.hk_14/11/25,08547,-,True,DIRECT_SUBSCRIPTION,False
配股_08547.hk_18/11/25,08547,-,True,DIRECT_SUBSCRIPTION,False
配股_08547.hk_19/08/26,08547,-,True,DIRECT_SUBSCRIPTION,False
配股_08603.hk_19/11/25,08603,-,True,UNKNOWN,False
供股_08611.hk_16/02/26,08611,,True,UNKNOWN,False
供股_08611.hk_23/12/25,08611,,True,UNKNOWN,False
供股_08612.hk_17/10/25,08612,,True,UNKNOWN,False
供股_08619.hk_11/02/26,08619,,True,UNKNOWN,False
配股_08620.hk_25/06/26,08620,智易東方,False,NO_DEF,False
配股_08623.hk_21/10/25,08623,帝國國際,False,AGENT_SOURCED,False
供股_08623.hk_14/02/25,08623,,True,UNKNOWN,False
配股_08631.hk_16/01/26,08631,華富建業,False,AGENT_SOURCED,False
配股_08635.hk_31/07/26,08635,元庫,False,AGENT_SOURCED,False
配股_08646.hk_21/01/26,08646,-,True,AGENT_SOURCED,True
配股_08659.hk_24/12/25,08659,-,True,AGENT_SOURCED,True
配股_09600.hk_04/02/26,09600,東興,False,DIRECT_SUBSCRIPTION,False
配股_09677.hk_14/06/26,09677,華泰,False,NO_DEF,False
配股_09677.hk_21/12/25,09677,華泰國際,False,NO_DEF,False
配股_09678.hk_28/05/26,09678,法國巴黎,False,NO_DEF,False
配股_09678.hk_03/02/26,09678,國泰君安,False,NO_DEF,False
配股_09678.hk_16/01/26,09678,國泰君安,False,NO_DEF,False
配股_09689.hk_16/07/26,09689,嘉高達,False,AGENT_SOURCED,False
配股_09689.hk_29/05/26,09689,嘉高達,False,AGENT_SOURCED,False
配股_09696.hk_04/02/26,09696,"高盛, 滙豐, 華泰金融",False,AGENT_SOURCED,False
配股_09858.hk_16/01/26,09858,"摩根大通, 中信",False,AGENT_SOURCED,False
配股_09880.hk_25/11/25,09880,"國泰君安, 中信里昂, TradeGo",False,NO_DEF,False
配股_09903.hk_09/07/26,09903,"高盛, 摩根士丹利, 華泰金融, 摩根大通",False,UNKNOWN,False
配股_09936.hk_03/06/26,09936,"麥格理, 中國國際金融",False,AGENT_SOURCED,False
配股_09939.hk_12/11/25,09939,-,True,DIRECT_SUBSCRIPTION,False
配股_09958.hk_10/04/26,09958,凱基,False,AGENT_SOURCED,False
配股_09958.hk_14/01/26,09958,凱基,False,AGENT_SOURCED,False
供股_09958.hk_27/08/26,09958,,True,NO_DEF,False
配股_09963.hk_14/08/26,09963,-,True,AGENT_SOURCED,True
配股_09963.hk_17/12/25,09963,"創陞, 民銀, 華安, 誠港金融",False,AGENT_SOURCED,False
配股_09982.hk_18/06/26,09982,-,True,NO_DEF,False
配股_09988.hk_24/08/26,09988,"中國國際金融, 滙豐, 摩根士丹利, 瑞士銀行",False,NO_DEF,False
